ROI_1,12463
ROI_2,1000
ROI_3,5010
ROI_4,23194
ROI_5,12234
ROI_6,20766
ROI_7,2184
ROI_8,10496
ROI_9,8997
ROI_10,9027
ROI_11,8578
ROI_12,12582
ROI_13,9231
ROI_14,17961
ROI_15,12162
ROI_16,1000
ROI_17,6317
ROI_18,8203
ROI_19,1000
ROI_20,8124
ROI_21,16121
ROI_22,18784
ROI_23,3323
ROI_24,13190
ROI_25,10315
